,concept,is_bool,item_num,set_num,answer,hyes,hno,p(yes),lambda_rule,object,concept_num,set,model_answer,to_annotate
1901,same shape as another object,False,27,10,1,18,4,0.6771445188174994,"""λx.exists(compose11(compose8(and,apply2(same_shape,x.o)),apply3(compose3(not,same_size),x.o)), x.s)""
",large yellow circle,hg59,10,True,False
1902,same shape as another object,False,28,10,1,18,4,0.6894029372733712,"""λx.exists(compose11(compose8(and,apply2(same_shape,x.o)),apply3(compose3(not,same_size),x.o)), x.s)""
",medium yellow circle,hg59,10,True,False
1903,same shape as another object,False,29,11,1,20,2,0.8385270379858412,"""λx.exists(compose11(compose8(and,apply2(same_shape,x.o)),apply3(compose3(not,same_size),x.o)), x.s)""
",small blue triangle,hg59,11,True,False
1904,same shape as another object,False,30,11,1,19,3,0.8492495603608177,"""λx.exists(compose11(compose8(and,apply2(same_shape,x.o)),apply3(compose3(not,same_size),x.o)), x.s)""
",large blue triangle,hg59,11,True,False
1905,same shape as another object,False,31,11,1,16,6,0.818255561113574,"""λx.exists(compose11(compose8(and,apply2(same_shape,x.o)),apply3(compose3(not,same_size),x.o)), x.s)""
",medium yellow triangle,hg59,11,True,False
1906,same shape as another object,False,32,12,0,5,17,0.5292957307431152,"""λx.apply1(apply2(same_color,x.o),x.o)""
",small yellow rectangle,hg59,12,True,False
1907,same shape as another object,False,33,12,1,20,2,0.6535055955973803,"""λx.apply1(apply2(same_color,x.o),x.o)""
",medium green circle,hg59,12,True,False
1908,same shape as another object,False,34,12,1,21,1,0.6818007277869356,"""λx.apply1(apply2(same_color,x.o),x.o)""
",medium yellow circle,hg59,12,True,False
1909,same shape as another object,False,35,12,0,8,14,0.6093370141047671,"""λx.apply1(apply2(same_color,x.o),x.o)""
",large blue triangle,hg59,12,True,False
1910,same shape as another object,False,36,13,0,3,19,0.31069836046469845,"""λx.exists(compose11(compose8(compose6(or,not),apply2(same_color,x.o)),apply2(same_size,x.o)), filter(apply2(same_shape,x.o), x.s))""
",large blue rectangle,hg59,13,False,False
1911,same shape as another object,False,37,13,0,4,18,0.3589855888569673,"""λx.exists(compose11(compose8(compose6(or,not),apply2(same_color,x.o)),apply2(same_size,x.o)), filter(apply2(same_shape,x.o), x.s))""
",medium green triangle,hg59,13,False,False
1912,same shape as another object,False,38,13,0,7,15,0.4445780490470952,"""λx.exists(compose11(compose8(compose6(or,not),apply2(same_color,x.o)),apply2(same_size,x.o)), filter(apply2(same_shape,x.o), x.s))""
",medium yellow circle,hg59,13,False,False
1913,same shape as another object,False,39,14,1,18,4,0.6545074392158767,"""λx.exists(compose11(compose8(compose6(or,not),apply2(same_color,x.o)),apply2(same_size,x.o)), filter(apply2(same_shape,x.o), x.s))""
",small green triangle,hg59,14,True,False
1914,same shape as another object,False,40,14,1,18,4,0.6668985652842139,"""λx.exists(compose11(compose8(compose6(or,not),apply2(same_color,x.o)),apply2(same_size,x.o)), filter(apply2(same_shape,x.o), x.s))""
",small blue triangle,hg59,14,True,False
1915,same shape as another object,False,41,14,0,3,19,0.08615514014331893,"""λx.exists(compose11(compose8(compose6(or,not),apply2(same_color,x.o)),apply2(same_size,x.o)), filter(apply2(same_shape,x.o), x.s))""
",medium yellow circle,hg59,14,False,False
1916,same shape as another object,False,42,15,0,5,17,0.07569905951572764,"""λx.exists(compose11(compose8(compose6(or,not),apply2(same_color,x.o)),apply2(same_size,x.o)), filter(apply2(same_shape,x.o), x.s))""
",small yellow triangle,hg59,15,False,False
1917,same shape as another object,False,43,16,1,18,4,0.9197854562561361,"""λx.exists(compose11(compose8(compose6(or,not),apply2(same_color,x.o)),apply2(same_size,x.o)), filter(apply2(same_shape,x.o), x.s))""
",medium green rectangle,hg59,16,True,False
1918,same shape as another object,False,44,16,1,19,3,0.9069682773654222,"""λx.exists(compose11(compose8(compose6(or,not),apply2(same_color,x.o)),apply2(same_size,x.o)), filter(apply2(same_shape,x.o), x.s))""
",large blue rectangle,hg59,16,True,False
1919,same shape as another object,False,45,16,1,18,4,0.9173595310619476,"""λx.exists(compose11(compose8(compose6(or,not),apply2(same_color,x.o)),apply2(same_size,x.o)), filter(apply2(same_shape,x.o), x.s))""
",small green rectangle,hg59,16,True,False
1920,same shape as another object,False,46,16,0,2,20,0.15613435728653258,"""λx.exists(compose11(compose8(compose6(or,not),apply2(same_color,x.o)),apply2(same_size,x.o)), filter(apply2(same_shape,x.o), x.s))""
",large blue triangle,hg59,16,False,False
1921,same shape as another object,False,47,16,0,4,18,0.15929160807411336,"""λx.exists(compose11(compose8(compose6(or,not),apply2(same_color,x.o)),apply2(same_size,x.o)), filter(apply2(same_shape,x.o), x.s))""
",large green circle,hg59,16,False,False
1922,same shape as another object,False,48,17,0,3,19,0.02527262749356396,"""λx.exists(compose11(compose8(compose6(or,not),apply2(same_color,x.o)),apply2(same_size,x.o)), filter(apply2(same_shape,x.o), x.s))""
",medium green triangle,hg59,17,False,False
1923,same shape as another object,False,49,17,0,2,20,0.030134450673017454,"""λx.exists(compose11(compose8(compose6(or,not),apply2(same_color,x.o)),apply2(same_size,x.o)), filter(apply2(same_shape,x.o), x.s))""
",small blue circle,hg59,17,False,False
1924,same shape as another object,False,50,18,1,21,1,0.7993988840411248,"""λx.exists(compose11(compose8(compose6(or,not),apply2(same_color,x.o)),apply2(same_size,x.o)), filter(apply2(same_shape,x.o), x.s))""
",medium green rectangle,hg59,18,True,False
1925,same shape as another object,False,51,18,0,6,16,0.01572422161564191,"""λx.exists(compose11(compose8(compose6(or,not),apply2(same_color,x.o)),apply2(same_size,x.o)), filter(apply2(same_shape,x.o), x.s))""
",medium green circle,hg59,18,False,False
1926,same shape as another object,False,52,18,1,19,3,0.8040649265194588,"""λx.exists(compose11(compose8(compose6(or,not),apply2(same_color,x.o)),apply2(same_size,x.o)), filter(apply2(same_shape,x.o), x.s))""
",medium yellow rectangle,hg59,18,True,False
1927,same shape as another object,False,53,19,0,6,16,0.025778929677017004,"""λx.exists(compose11(compose8(compose6(or,not),apply2(same_color,x.o)),apply2(same_size,x.o)), filter(apply2(same_shape,x.o), x.s))""
",medium blue rectangle,hg59,19,False,False
1928,same shape as another object,False,54,19,0,4,18,0.015872035278334806,"""λx.exists(compose11(compose8(compose6(or,not),apply2(same_color,x.o)),apply2(same_size,x.o)), filter(apply2(same_shape,x.o), x.s))""
",small green triangle,hg59,19,False,False
1929,same shape as another object,False,55,20,0,4,18,0.011265603585911776,"""λx.exists(compose11(compose8(compose6(or,not),apply2(same_color,x.o)),apply2(same_size,x.o)), filter(apply2(same_shape,x.o), x.s))""
",small yellow circle,hg59,20,False,False
1930,same shape as another object,False,56,21,1,20,2,0.31901524524698743,"""λx.exists(compose11(compose8(compose6(or,not),apply2(same_color,x.o)),apply2(same_size,x.o)), filter(apply2(same_shape,x.o), x.s))""
",large blue circle,hg59,21,False,False
1931,same shape as another object,False,57,21,1,19,3,0.3066922778911021,"""λx.exists(compose11(compose8(compose6(or,not),apply2(same_color,x.o)),apply2(same_size,x.o)), filter(apply2(same_shape,x.o), x.s))""
",small blue circle,hg59,21,False,False
1932,same shape as another object,False,58,22,0,4,18,0.11394021644628083,"""λx.exists(compose11(compose8(compose6(or,not),apply2(same_color,x.o)),apply2(same_size,x.o)), filter(apply2(same_shape,x.o), x.s))""
",medium blue triangle,hg59,22,False,False
1933,same shape as another object,False,59,22,1,20,2,0.9410825957143061,"""λx.exists(compose11(compose8(compose6(or,not),apply2(same_color,x.o)),apply2(same_size,x.o)), filter(apply2(same_shape,x.o), x.s))""
",large blue rectangle,hg59,22,True,False
1934,same shape as another object,False,60,22,1,18,4,0.9303043669871158,"""λx.exists(compose11(compose8(compose6(or,not),apply2(same_color,x.o)),apply2(same_size,x.o)), filter(apply2(same_shape,x.o), x.s))""
",small green rectangle,hg59,22,True,False
1935,same shape as another object,False,61,22,0,5,17,0.08875531413673343,"""λx.exists(compose11(compose8(compose6(or,not),apply2(same_color,x.o)),apply2(same_size,x.o)), filter(apply2(same_shape,x.o), x.s))""
",small green circle,hg59,22,False,False
1936,same shape as another object,False,62,23,1,22,0,0.9626167659935163,"""λx.exists(compose11(compose8(compose6(or,not),apply2(same_color,x.o)),apply2(same_size,x.o)), filter(apply2(same_shape,x.o), x.s))""
",small green triangle,hg59,23,True,False
1937,same shape as another object,False,63,23,1,22,0,0.9603122401257451,"""λx.exists(compose11(compose8(compose6(or,not),apply2(same_color,x.o)),apply2(same_size,x.o)), filter(apply2(same_shape,x.o), x.s))""
",small yellow triangle,hg59,23,True,False
1938,same shape as another object,False,64,23,1,22,0,0.9608484717489318,"""λx.exists(compose11(compose8(compose6(or,not),apply2(same_color,x.o)),apply2(same_size,x.o)), filter(apply2(same_shape,x.o), x.s))""
",medium green triangle,hg59,23,True,False
1939,same shape as another object,False,65,24,0,4,18,0.027331766386282652,"""λx.exists(compose11(compose8(compose6(or,not),apply2(same_color,x.o)),apply2(same_size,x.o)), filter(apply2(same_shape,x.o), x.s))""
",small blue triangle,hg59,24,False,False
1940,same shape as another object,False,66,24,1,20,2,0.9908376375882426,"""λx.exists(compose11(compose8(compose6(or,not),apply2(same_color,x.o)),apply2(same_size,x.o)), filter(apply2(same_shape,x.o), x.s))""
",medium blue circle,hg59,24,True,False
1941,same shape as another object,False,67,24,0,6,16,0.029596894871815493,"""λx.exists(compose11(compose8(compose6(or,not),apply2(same_color,x.o)),apply2(same_size,x.o)), filter(apply2(same_shape,x.o), x.s))""
",medium green rectangle,hg59,24,False,False
1942,same shape as another object,False,68,24,1,20,2,0.989534378475355,"""λx.exists(compose11(compose8(compose6(or,not),apply2(same_color,x.o)),apply2(same_size,x.o)), filter(apply2(same_shape,x.o), x.s))""
",large blue circle,hg59,24,True,False
1943,same shape as another object,False,69,24,1,17,5,0.9856603613950483,"""λx.exists(compose11(compose8(compose6(or,not),apply2(same_color,x.o)),apply2(same_size,x.o)), filter(apply2(same_shape,x.o), x.s))""
",medium green circle,hg59,24,True,False
1944,same shape as another object,False,70,25,0,3,19,0.0029712351647503965,"""λx.exists(compose11(compose8(compose6(or,not),apply2(same_color,x.o)),apply2(same_size,x.o)), filter(apply2(same_shape,x.o), x.s))""
",small green rectangle,hg59,25,False,False
4445,same size as another object,False,0,1,1,9,16,0.3938156684587284,"""λx.apply1(apply2(same_color,x.o),x.o)""
",small yellow triangle,hg60,1,False,False
4446,same size as another object,False,1,1,0,17,8,0.5065082037092452,"""λx.apply1(apply2(same_color,x.o),x.o)""
",medium blue circle,hg60,1,True,False
4447,same size as another object,False,2,1,1,15,10,0.47214811786420796,"""λx.apply1(apply2(same_color,x.o),x.o)""
",small blue triangle,hg60,1,False,False
4448,same size as another object,False,3,2,0,7,18,0.46623213911459516,"""λx.apply1(triangle,x.o)""
",large blue rectangle,hg60,2,False,False
4449,same size as another object,False,4,2,0,13,12,0.4172075160420263,"""λx.apply1(triangle,x.o)""
",medium yellow rectangle,hg60,2,False,False
4450,same size as another object,False,5,3,0,5,20,0.18328961781958242,"""λx.apply1(triangle,x.o)""
",large yellow rectangle,hg60,3,False,False
4451,same size as another object,False,6,3,0,5,20,0.5648166160752908,"""λx.apply1(triangle,x.o)""
",small green circle,hg60,3,True,False
4452,same size as another object,False,7,3,0,18,7,0.4189605302643713,"""λx.apply1(triangle,x.o)""
",medium yellow triangle,hg60,3,False,False
4453,same size as another object,False,8,4,0,3,22,0.1710100597484825,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large green rectangle,hg60,4,False,False
4454,same size as another object,False,9,4,0,3,22,0.20187259474982966,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",medium green rectangle,hg60,4,False,False
4455,same size as another object,False,10,5,0,1,24,0.25414953432232323,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",medium blue circle,hg60,5,False,False
4456,same size as another object,False,11,5,0,4,21,0.19862842604175057,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small green rectangle,hg60,5,False,False
4457,same size as another object,False,12,6,1,1,24,0.05098332991587995,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large green rectangle,hg60,6,False,False
4458,same size as another object,False,13,6,1,1,24,0.1290740294762145,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large green circle,hg60,6,False,False
4459,same size as another object,False,14,7,1,10,15,0.2928950894530544,"""λx.apply1(large,x.o)""
",medium yellow circle,hg60,7,False,False
4460,same size as another object,False,15,7,1,15,10,0.24779605422895656,"""λx.apply1(large,x.o)""
",medium green rectangle,hg60,7,False,False
4461,same size as another object,False,16,7,1,14,11,0.28661066421420855,"""λx.apply1(large,x.o)""
",medium green triangle,hg60,7,False,False
4462,same size as another object,False,17,8,0,8,17,0.6120416792159631,"""λx.apply7(not,exists(apply3(size-gt,x.o), x.s))""
",medium green circle,hg60,8,True,False
4463,same size as another object,False,18,8,0,8,17,0.5215675473850752,"""λx.apply7(not,exists(apply3(size-gt,x.o), x.s))""
",small yellow circle,hg60,8,True,False
4464,same size as another object,False,19,8,0,8,17,0.4537740080201047,"""λx.apply7(not,exists(apply3(size-gt,x.o), x.s))""
",large yellow triangle,hg60,8,False,False
4465,same size as another object,False,20,9,1,20,5,0.34517403641143574,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large green circle,hg60,9,False,False
4466,same size as another object,False,21,9,1,23,2,0.40818291061759737,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large green rectangle,hg60,9,False,False
4467,same size as another object,False,22,9,1,19,6,0.3616143638125777,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large blue rectangle,hg60,9,False,False
4468,same size as another object,False,23,9,0,2,23,0.2015247541098688,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small green circle,hg60,9,False,False
4469,same size as another object,False,24,9,0,4,21,0.267402546758035,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",medium blue triangle,hg60,9,False,False
4470,same size as another object,False,25,10,1,10,15,0.4624984837782904,"""λx.apply1(large,x.o)""
",small blue circle,hg60,10,False,False
4471,same size as another object,False,26,10,1,17,8,0.5088198779540107,"""λx.apply1(large,x.o)""
",small blue triangle,hg60,10,True,False
4472,same size as another object,False,27,10,0,8,17,0.18676739031832312,"""λx.apply1(large,x.o)""
",medium yellow circle,hg60,10,False,False
4473,same size as another object,False,28,10,1,18,7,0.8586081039437659,"""λx.apply1(large,x.o)""
",large yellow rectangle,hg60,10,True,False
4474,same size as another object,False,29,10,1,17,8,0.8317568341353763,"""λx.apply1(large,x.o)""
",large yellow circle,hg60,10,True,False
4475,same size as another object,False,30,11,0,5,19,0.12483448245779982,"""λx.exists(compose2(not,apply2(same_shape,x.o)), filter(apply2(same_size,x.o), x.s))""
",small yellow rectangle,hg60,11,False,False
4476,same size as another object,False,31,11,0,10,14,0.2703603317704619,"""λx.exists(compose2(not,apply2(same_shape,x.o)), filter(apply2(same_size,x.o), x.s))""
",large yellow rectangle,hg60,11,False,False
4477,same size as another object,False,32,12,0,4,20,0.21645147338699644,"""λx.exists(compose2(not,apply2(same_shape,x.o)), filter(apply2(same_size,x.o), x.s))""
",medium blue triangle,hg60,12,False,False
